variant_code,work_code,reason
vmm-f86fa3acd01ef13d07fb19a1c987277a837c2c9d947a607a21a3e8fdb3ac953a,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-9e70f1df614b7f8b7fd08657163e2b1124a522bfe351c96d113a48512b6d29d5,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-9e70f1df614b7f8b7fd08657163e2b1124a522bfe351c96d113a48512b6d29d5,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-e5a20f2fecf6a63c792818daa637fe42bc81258fa220e7bee513b838901d71e6,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-e5a20f2fecf6a63c792818daa637fe42bc81258fa220e7bee513b838901d71e6,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-555429c2c45049360cd38deb7f9ca47c2ed84a84d3dd28d0da12869e062137ef,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-555429c2c45049360cd38deb7f9ca47c2ed84a84d3dd28d0da12869e062137ef,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-27ebe80282dc892f96ab1591bdea32cf2a75698ac404d230abaedb69fe7fb1e8,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-27ebe80282dc892f96ab1591bdea32cf2a75698ac404d230abaedb69fe7fb1e8,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-e68206c52da9ebe6edd64a3299c5a21fae5e148663b43ad460240afba12fe0b4,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-e68206c52da9ebe6edd64a3299c5a21fae5e148663b43ad460240afba12fe0b4,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-fea68cfa8a298c136467cb5014618fc0b751c8806f43a6d0191c8e885aa2e905,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-fea68cfa8a298c136467cb5014618fc0b751c8806f43a6d0191c8e885aa2e905,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-c4fd477855342cd4e3ca28c8536258eaa103ce0470e1dcb1f1dd700e8a60297e,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-c4fd477855342cd4e3ca28c8536258eaa103ce0470e1dcb1f1dd700e8a60297e,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-3cb524266932c10318505a1a3eaa4eb4d4e13e815044be011c48522681668e0b,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-3cb524266932c10318505a1a3eaa4eb4d4e13e815044be011c48522681668e0b,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-df852e091be7cca60fa58855a0558b3835a377e489df38d7c04470d00e1ad352,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-df852e091be7cca60fa58855a0558b3835a377e489df38d7c04470d00e1ad352,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-9011d33d381e04919fefa3e4434f1b79e9ba0ffda05faba2f22358473c8f5590,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-9011d33d381e04919fefa3e4434f1b79e9ba0ffda05faba2f22358473c8f5590,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-88e0873362a33fc29e753079f9254ee9d9ebd72bd5708ae8992e413c55d42265,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-88e0873362a33fc29e753079f9254ee9d9ebd72bd5708ae8992e413c55d42265,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-ed8593b71a7b2c42640f790714b2c269f9d0baa948e5e4ba5e6794f45d7d77e1,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-ed8593b71a7b2c42640f790714b2c269f9d0baa948e5e4ba5e6794f45d7d77e1,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-bd912f6399d3a7bbaeaa49a80b26dc50cfbfffc7408f5200b623b35af01e93db,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-bd912f6399d3a7bbaeaa49a80b26dc50cfbfffc7408f5200b623b35af01e93db,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-4dd478ab443f73ee0735b496bddfa10e8a9618c5ad86286528ff9b933a9ab061,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-4dd478ab443f73ee0735b496bddfa10e8a9618c5ad86286528ff9b933a9ab061,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-13b02423d428be8f64eafaba1ef84088e31ca55c05ecc0caccb9c66b9b6900ab,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-13b02423d428be8f64eafaba1ef84088e31ca55c05ecc0caccb9c66b9b6900ab,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-adc6930d3cfb66b0b821a2e3deef2b8fd8e7dae8a1cc393f26f1833e2dbff01f,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-adc6930d3cfb66b0b821a2e3deef2b8fd8e7dae8a1cc393f26f1833e2dbff01f,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-2296b8de8b345b6d31ce00dccc07cd580e8f6fa991ed8999e1d1b524ecd6fecb,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-2296b8de8b345b6d31ce00dccc07cd580e8f6fa991ed8999e1d1b524ecd6fecb,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-ea9ca2f141a650b316234be6985457a1eba60b5b5676b0fe4617956449236410,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-ea9ca2f141a650b316234be6985457a1eba60b5b5676b0fe4617956449236410,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-15638d190d2c7201b92f852f76df6ca9df4370165b76c50580ce583029b17e75,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-15638d190d2c7201b92f852f76df6ca9df4370165b76c50580ce583029b17e75,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-3fc5aee5ee92cf951dba07b087a54935a419a22907355a79d874aa4a0b9c9d9f,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-3fc5aee5ee92cf951dba07b087a54935a419a22907355a79d874aa4a0b9c9d9f,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-17ce36cfc46a0e913df23e20acb2b78950ea9c7565712a829f3ebc587727ca96,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-17ce36cfc46a0e913df23e20acb2b78950ea9c7565712a829f3ebc587727ca96,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-e4c2d566139b8c4e34ae7904c8559afc30bc10e09309880adfb86bdd6bba58c6,TRANSMISSION_REBUILD,EV_USES_DRIVE_UNIT_NOT_CONVENTIONAL_TRANSMISSION_REBUILD
vmm-48fcf725767e514bdd585a7452ed51682b320b1bf6cd31f06746a4a9406d6faa,TRANSMISSION_REBUILD,EV_USES_DRIVE_UNIT_NOT_CONVENTIONAL_TRANSMISSION_REBUILD
vmm-c8fa31d30116d1fb736a7aa05449a2691cf618f94b36ef438d92f3280eab6937,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-c8fa31d30116d1fb736a7aa05449a2691cf618f94b36ef438d92f3280eab6937,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-0547164d17d47cce860ef7589b8ceb1db82f11224d6a10aabdab619fee837bd3,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-0547164d17d47cce860ef7589b8ceb1db82f11224d6a10aabdab619fee837bd3,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
